id,preferred_term,candidate_term,status,issue,affected_object_ids,source_ids,next_action
TERM-061,"glass pane for one cut piece, IGU lite for one pane within a sealed unit, and glazed light for a framed field","pane, panel, light or lite",accepted_pending_review,"The words overlap in trade speech but represent different hierarchy levels. A pane is one glass body, a lite is its position in an IGU, and a light can be the complete glazed area bounded by frame members.",AU-GL-GLASS-PANE|AU-GL-IGU-GLASS-LITE|AU-GL-FIXED-LIGHT-ASSEMBLY,SRC-ABCB-HP-GLASS|SRC-AGWA-WINDOW-TERMINOLOGY|SRC-AGWA-IGU-DRAINAGE,"Store bare glass, its make-up position and the framed field as separate objects even when a schedule uses one word for all three."
TERM-062,certified safety-glazing product with its specific make-up,"safety glass, toughened glass or laminated glass",hold,"Safety glass is a performance classification, while toughened and laminated describe product construction. Not every laminated make-up is automatically the required safety product, and heat-strengthened monolithic glass is not the same as toughened safety glass.",AU-GL-TOUGHENED-SAFETY-GLASS|AU-GL-LAMINATED-SAFETY-GLASS|AU-GL-LAMINATED-GLASS-ASSEMBLY|AU-GL-HEAT-STRENGTHENED-GLASS|AU-GL-SAFETY-GLASS-MARK,SRC-ABCB-HP-GLAZING-IMPACT|SRC-SA-AS-NZS-2208-2023|SRC-VIRIDIAN-GLASS-PROCESS,"Require product classification, make-up and permanent identification before assigning safety performance or substituting one construction for another."
TERM-063,"insulating glass unit when panes, spacer and sealed cavity are manufactured as one unit",double glazing,accepted_pending_review,"Double glazing commonly means a two-lite IGU, but can also be used loosely for secondary glazing or two separate window layers. Those arrangements have different frames, cavities, seals, replacement units and thermal models.",AU-GL-IGU-ASSEMBLY|AU-GL-DOUBLE-GLAZED-UNIT|AU-GL-IGU-CAVITY,SRC-AGWA-IGU-DRAINAGE|SRC-AGWA-SELECTING-GLASS-WINDOWS|SRC-SA-AS-4666-2012,"Ask whether the panes share one sealed spacer-and-edge-seal unit; if not, research the separate secondary-glazing assembly before mapping it."
TERM-064,"frame installation packer, glass setting block, glass location block or IGU spacer according to position and load","packer, block, shim or spacer",accepted_pending_review,"All are small separating components, but a frame packer transfers installation reactions to the wall, a setting block carries glass weight, a location block maintains edge clearance and an IGU spacer forms the sealed cavity perimeter.",AU-WD-FRAME-PACKER|AU-GL-SETTING-BLOCK|AU-GL-LOCATION-BLOCK|AU-GL-IGU-SPACER-FRAME,SRC-ABCB-HP-WINDOWS-DOORS|SRC-AGWA-RESIDENTIAL-INSTALLATION|SRC-AGWA-IGU-DRAINAGE,"Use the component's two contact surfaces and whether it carries frame load, glass weight, glass location or cavity spacing to resolve the object."
TERM-065,low-emissivity coating on a specified glass surface,low-e glass,accepted_pending_review,"Low-e glass is convenient product language, but the performance comes from a coating on a nominated face. Pane reversal, lamination and IGU surface numbering can move the coating to an exposed or incompatible location.",AU-GL-LOW-E-COATING|AU-GL-IGU-GLASS-LITE|AU-GL-GLASS-PANE,SRC-AGWA-SELECTING-GLASS-WINDOWS|SRC-VIRIDIAN-GLASS-GLOSSARY|SRC-VIRIDIAN-GLASS-PROCESS,Store base glass and coating as separate linked objects and require the numbered surface or product make-up before generating section layers.
TERM-066,waterproof or water resistant according to the required performance and location,"sealed, waterproofed or wet-area rated",accepted_pending_review,The Housing Provisions use waterproof and water resistant as different performance requirements. Trade descriptions such as sealed or wet-area rated do not identify which performance applies or which physical layer provides it.,AU-WP-WET-AREA-WATERPROOFING-SYSTEM|AU-WP-WET-AREA-MEMBRANE|AU-WP-WATER-RESISTANT-FLEXIBLE-WALL-SHEET|AU-WP-WATER-RESISTANT-SHEET-FLOOR,SRC-ABCB-HP-WET-AREA-WATERPROOFING|SRC-ABCB-WATERPROOFING-HOUSES|SRC-SA-AS-3740-2021,Store the required performance and protected extent separately for every surface; do not infer a membrane across every area described only as water resistant.
TERM-067,wet-area waterproofing system for the complete assembly and membrane for one waterproof layer,waterproofing or membrane system,accepted_pending_review,"A complete system also includes its compatible substrate, preparation, bond breakers, junction treatments, flashings, penetration seals, drain connection and terminations. Treating membrane as the whole system hides those drawable failure points.",AU-WP-WET-AREA-WATERPROOFING-SYSTEM|AU-WP-WET-AREA-MEMBRANE|AU-WP-MEMBRANE-PRIMER|AU-WP-BOND-BREAKER|AU-WP-MEMBRANE-DRAINAGE-CONNECTION,SRC-ABCB-HP-WET-AREA-WATERPROOFING|SRC-SA-AS-3740-2021|SRC-ARDEX-INTERNAL-WET-AREA-SPECS,"Model the membrane as a part of a selected system and require all documented substrate, junction, penetration, drainage and termination components."
TERM-068,internal or external wet-area membrane according to its position relative to the tile bed,internal waterproofing or external waterproofing,accepted_pending_review,"In the Housing Provisions wet-area details, internal and external can describe whether the membrane is above or below the screed or tile bed. In general construction language the same words often mean inside or outside the building.",AU-WP-INTERNAL-MEMBRANE-SYSTEM|AU-WP-EXTERNAL-MEMBRANE-SYSTEM|AU-WP-TILE-BED|AU-WP-FALL-FORMING-SCREED,SRC-ABCB-HP-WET-AREA-WATERPROOFING|SRC-SA-AS-3740-2021,"Ask whether internal or external refers to building location or layer order, then store the membrane's exact position in the assembly."
TERM-069,preformed shower base unit or in-situ shower tray assembly according to construction,"shower tray, shower base or shower pan",accepted_pending_review,"A preformed base is a manufactured vessel with an outlet and upturns. An in-situ tray is site-built from substrate, falls, membrane, edge details and finish. The shared trade terms do not reveal which geometry and interfaces are required.",AU-WP-PREFORMED-SHOWER-BASE-ASSEMBLY|AU-WP-PREFORMED-SHOWER-BASE-UNIT|AU-WP-IN-SITU-SHOWER-TRAY-ASSEMBLY|AU-WP-VESSEL-UPTURN-LIP,SRC-ABCB-HP-WET-AREA-WATERPROOFING|SRC-SA-AS-3740-2021,"Resolve manufactured versus site-built construction before generating the base, outlet, support, upturn, membrane and finish layers."
TERM-070,"shower hob, waterstop angle or trafficable threshold according to physical role","hob, waterstop, angle or threshold",accepted_pending_review,"A hob is a raised kerb, a waterstop is a membrane termination that limits water migration, and a threshold is the trafficable doorway or shower crossing. They can occur together or align in plan but are not interchangeable.",AU-WP-SHOWER-HOB|AU-WP-WATERSTOP-ANGLE|AU-WP-WET-AREA-DOORWAY-TERMINATION|AU-WP-LEVEL-THRESHOLD-SHOWER-ASSEMBLY,SRC-ABCB-HP-WET-AREA-WATERPROOFING|SRC-SA-AS-3740-2021,"Identify whether the object raises the edge, terminates the membrane, or forms a traffic crossing; draw separate coincident components when it performs more than one role."
TERM-071,shower stepdown for the finished level change and slab set-down for a structural recess,"stepdown, set-down or rebate",accepted_pending_review,"A finished shower stepdown may be created by screed and finish levels, while a slab set-down is formed in the structural concrete. Using one term for both can cut structure unnecessarily or omit the required finished threshold geometry.",AU-WP-SHOWER-STEPDOWN|AU-WP-STEPDOWN-SHOWER-ASSEMBLY|AU-CF-EDGE-REBATE,SRC-ABCB-HP-WET-AREA-WATERPROOFING|SRC-SA-AS-3740-2021,"Store structural substrate levels separately from screed, membrane, tile and finished-surface levels, then derive the visible step from the complete build-up."
TERM-072,"floor waste assembly, floor-waste gully or linear drain according to plumbing and geometry","floor drain, waste, grate or gully",accepted_pending_review,"These words may describe the complete drainage fitting, only its visible grate, a trapped plumbing gully, or a long channel. Each has different body, outlet, membrane connection and fall geometry.",AU-WP-FLOOR-WASTE-ASSEMBLY|AU-WP-FLOOR-WASTE-GRATE|AU-WP-FLOOR-WASTE-BODY|AU-WP-LINEAR-FLOOR-DRAIN-ASSEMBLY|AU-WP-LINEAR-DRAIN-CHANNEL,SRC-ABCB-HP-WET-AREA-WATERPROOFING|SRC-SA-AS-3740-2021,"Resolve point versus linear geometry, trapped plumbing function, visible grate and concealed body before creating falls or connecting the membrane."
TERM-073,drainage flange or puddle flange according to the selected fitting and system detail,"puddle flange, leak-control flange or drain flange",hold,"The names overlap across standards, plumbing products and waterproofing trades. A flange may clamp, bond or receive the membrane at a different height and may provide openings for water within a tile bed.",AU-WP-DRAINAGE-FLANGE|AU-WP-PUDDLE-FLANGE|AU-WP-MEMBRANE-DRAINAGE-CONNECTION|AU-WP-DRAINAGE-RISER,SRC-ABCB-HP-WET-AREA-WATERPROOFING|SRC-SA-AS-3740-2021|SRC-ARDEX-INTERNAL-WET-AREA-SPECS,"Require the actual fitting profile, membrane level, outlet or riser arrangement and proprietary system detail rather than selecting a flange from its name alone."
TERM-074,fall-forming screed or tile bed according to the layer's job,"screed, bed or mortar bed",accepted_pending_review,"A screed establishes levels and falls; a tile bed supports the tiled finish. One mortar layer can perform both jobs, but a structural slab may already form falls or another layer may separate the functions.",AU-WP-FALL-FORMING-SCREED|AU-WP-TILE-BED|AU-WP-TILED-WET-AREA-FLOOR,SRC-ABCB-HP-WET-AREA-WATERPROOFING|SRC-SA-AS-3958-2023|SRC-JH-WET-AREA-GUIDE-2025,"Record each physical layer once, attach both roles if applicable, and keep its position relative to membrane, substrate, drain and tile explicit."
TERM-075,bond breaker for movement isolation and reinforcement band for membrane strengthening,"corner tape, bond-breaker tape or reinforcing tape",accepted_pending_review,"The products can all look like narrow rolls at corners. A bond breaker prevents three-sided adhesion or isolates movement, while reinforcement is embedded to strengthen or control membrane thickness. One proprietary strip may be approved for both, but the functions remain distinct.",AU-WP-BOND-BREAKER|AU-WP-BOND-BREAKER-TAPE|AU-WP-MEMBRANE-REINFORCEMENT|AU-WP-MEMBRANE-CORNER-BAND,SRC-ABCB-HP-WET-AREA-WATERPROOFING|SRC-SA-AS-3740-2021|SRC-ARDEX-INTERNAL-WET-AREA-SPECS,"Store function, route and membrane-system approval; allow one product instance to fulfil two linked roles only where its evidence supports both."
TERM-076,"tile grout, flexible sealant joint and waterproof membrane as separate layers","waterproof grout, silicone or tile waterproofing",accepted_pending_review,"Grout fills regular tile joints, flexible sealant accommodates movement at selected junctions, and the membrane provides the concealed waterproof layer. Marketing language about waterproof grout does not turn a tiled finish into the complete required waterproofing system.",AU-WP-TILE-GROUT|AU-WP-FLEXIBLE-TILE-SEALANT-JOINT|AU-WP-WET-AREA-MEMBRANE|AU-WP-TILED-WET-AREA-FLOOR|AU-WP-TILED-WET-AREA-WALL,SRC-ABCB-HP-WET-AREA-WATERPROOFING|SRC-SA-AS-3958-2023|SRC-SA-AS-3740-2021,"Generate regular grout joints, scheduled flexible joints and the protected membrane field independently; never infer concealed compliance from the visible tile finish."
TERM-077,tile edge trim or waterstop angle according to hidden waterproofing role,"tile angle, trim or aluminium angle",accepted_pending_review,"A tile trim protects and finishes an exposed tile edge. A waterstop angle terminates or returns the waterproofing. Similar extruded profiles can align at a doorway or shower edge, but the visible trim is not automatically the waterstop.",AU-WP-TILE-EDGE-TRIM|AU-WP-WATERSTOP-ANGLE|AU-WP-WET-AREA-DOORWAY-TERMINATION,SRC-ABCB-HP-WET-AREA-WATERPROOFING|SRC-SA-AS-3740-2021|SRC-SA-AS-3958-2023,Ask whether the profile connects to the membrane or only finishes the tile edge; retain separate coincident objects where one proprietary profile performs both functions.
TERM-078,"compressed fibre-cement floor sheet, fibre-cement wall sheet or water-resistant plasterboard according to product and location","cement sheet, wet-area board, blueboard, villaboard or plasterboard",hold,"These trade and product-family words do not identify a sheet's composition, thickness, edge, structural capacity or approved wet-area use. Floor substrates and wall linings also have different spans, fixings and joint systems.",AU-WP-COMPRESSED-FC-FLOOR-SHEET|AU-WP-FC-WET-AREA-WALL-SHEET|AU-WP-WATER-RESISTANT-PLASTERBOARD|AU-WP-PREDECORATED-FC-WALL-SHEET,SRC-JH-WET-AREA-GUIDE-2025|SRC-KNAUF-WET-AREA-SYSTEM|SRC-ABCB-HP-WET-AREA-WATERPROOFING,"Require verified product type, thickness, edge and manufacturer system before choosing substrate geometry, support spacing, fixings, joints or membrane treatment."
TERM-079,unenclosed shower and level-threshold shower as independent attributes,"walk-in, open or hobless shower",accepted_pending_review,"Walk-in describes how a person enters, open usually describes enclosure, and hobless describes the absence of a raised kerb. A shower may be unenclosed but stepped, or enclosed with a level threshold, so none of these words determines the complete edge detail.",AU-WP-UNENCLOSED-SHOWER-ASSEMBLY|AU-WP-LEVEL-THRESHOLD-SHOWER-ASSEMBLY|AU-WP-STEPDOWN-SHOWER-ASSEMBLY|AU-WP-HOB-SHOWER-ASSEMBLY,SRC-ABCB-HP-WET-AREA-WATERPROOFING|SRC-SA-AS-3740-2021,"Ask separately about enclosure, kerb, level change, screen, opening and waterstop, then select the corresponding assembly parts and protection extents."
